X,Y,Red,Green,Blue
1174,599,228,217,194
1175,599,228,217,194
1176,599,228,217,194
1177,599,227,215,193
1178,599,227,215,193
1179,599,226,215,192
1180,599,227,215,193
1181,599,226,215,192
1182,599,226,216,194
1183,599,232,223,203
1184,599,241,234,215
1185,599,246,240,221
1186,599,246,240,221
1187,599,241,234,215
1188,599,232,224,204
1189,599,224,214,194
1190,599,222,210,190
1191,599,223,212,191
1192,599,223,212,192
1193,599,224,213,192
1194,599,225,213,191
1195,599,225,213,191
1196,599,230,219,196
1197,599,239,230,210
1198,599,247,242,223
1199,599,221,216,199
1200,599,189,185,170
1201,599,197,193,177
1202,599,226,221,204
1203,599,243,238,218
1204,599,240,231,211
1205,599,229,219,196
1206,599,227,216,192
1207,599,226,216,193
1208,599,228,217,195
1209,599,229,218,197
1210,599,228,219,197
1211,599,225,215,193
1212,599,221,210,186
1213,599,196,175,148
1214,599,170,139,105
1215,599,167,134,99
1216,599,177,148,118
1217,599,189,166,142
1218,599,190,170,149
1219,599,163,143,126
1220,599,110,89,77
1221,599,89,71,60
1222,599,135,102,80
1129,600,125,92,71
1130,600,132,97,75
1131,600,133,99,76
1132,600,122,94,74
1133,600,123,92,71
1134,600,124,92,70
1135,600,106,79,60
1136,600,94,73,58
1137,600,125,107,89
1138,600,201,186,164
1139,600,236,228,208
1140,600,240,235,217
1141,600,226,221,204
1142,600,223,218,201
1143,600,238,233,215
1144,600,244,237,218
1145,600,224,212,190
1146,600,218,206,185
1147,600,217,205,183
1148,600,217,205,184
1149,600,219,208,188
1150,600,222,211,190
1151,600,223,212,191
1152,600,224,213,192
1153,600,225,214,193
1154,600,226,215,193
1155,600,228,217,194
1156,600,228,217,194
1157,600,230,219,196
1158,600,229,218,194
1159,600,229,218,195
1160,600,229,218,195
1161,600,229,218,195
1162,600,229,218,195
1163,600,229,218,195
1164,600,229,218,195
1165,600,229,218,195
1166,600,230,219,196
1167,600,229,218,195
1168,600,228,217,194
1169,600,228,217,194
1170,600,228,217,194
1171,600,229,218,195
1172,600,229,218,195
1173,600,229,218,195
1174,600,229,218,195
1175,600,229,218,195
1176,600,229,218,195
1177,600,229,217,194
1178,600,228,216,193
1179,600,228,216,193
1180,600,228,216,194
1181,600,229,217,195
1182,600,235,227,207
1183,600,245,239,220
1184,600,235,230,212
1185,600,221,216,199
1186,600,219,215,198
1187,600,232,228,210
1188,600,245,240,221
1189,600,240,233,213
1190,600,226,216,196
1191,600,223,213,192
1192,600,223,212,191
1193,600,224,213,192
1194,600,226,214,192
1195,600,227,215,193
1196,600,232,222,200
1197,600,245,240,220
1198,600,239,234,216
1199,600,133,129,118
1200,600,55,52,46
1201,600,67,64,58
1202,600,153,149,137
1203,600,225,221,203
1204,600,245,238,219
1205,600,236,227,205
1206,600,230,218,195
1207,600,232,221,199
1208,600,239,232,211
1209,600,245,239,219
1210,600,247,241,222
1211,600,244,239,219
1212,600,238,231,211
1213,600,224,214,192
1214,600,197,177,149
1215,600,173,142,109
1216,600,168,135,101
1217,600,178,148,119
1218,600,193,169,145
1219,600,199,179,161
1220,600,165,143,125
1221,600,106,87,77
1222,600,104,79,62
1129,601,131,97,75
1130,601,135,100,77
1131,601,138,102,79
1132,601,126,93,71
1133,601,124,92,70
1134,601,106,78,60
1135,601,96,75,59
1136,601,122,105,88
1137,601,171,156,136
1138,601,228,218,197
1139,601,244,238,218
1140,601,197,192,177
1141,601,114,110,100
1142,601,94,91,83
1143,601,187,182,168
1144,601,245,240,222
1145,601,245,239,219
1146,601,225,215,193
1147,601,219,207,186
1148,601,218,207,185
1149,601,221,210,189
1150,601,223,212,191
1151,601,224,213,192
1152,601,225,214,193
1153,601,225,214,193
1154,601,226,215,193
1155,601,227,216,193
1156,601,227,216,193
1157,601,228,217,194
1158,601,229,218,195
1159,601,229,218,195
1160,601,228,217,194
1161,601,229,218,195
1162,601,229,218,195
1163,601,229,218,195
1164,601,229,218,195
1165,601,229,218,195
1166,601,230,219,195
1167,601,228,217,194
1168,601,229,218,194
1169,601,228,217,194
1170,601,228,217,194
1171,601,229,218,195
1172,601,230,219,195
1173,601,230,219,195
1174,601,230,219,195
1175,601,229,218,195
1176,601,229,218,194
1177,601,229,217,194
1178,601,229,218,194
1179,601,229,217,194
1180,601,228,216,194
1181,601,233,222,200
1182,601,245,239,220
1183,601,243,238,219
1184,601,168,164,150
1185,601,84,80,73
1186,601,76,73,66
1187,601,150,146,134
1188,601,228,224,206
1189,601,248,243,223
1190,601,238,230,211
1191,601,226,215,194
1192,601,223,212,191
1193,601,225,214,192
1194,601,226,214,192
1195,601,227,215,194
1196,601,233,224,203
1197,601,244,239,221
1198,601,217,212,195
1199,601,52,49,44
1200,601,39,36,32
1201,601,39,36,32
1202,601,68,65,59
1203,601,166,162,149
1204,601,247,241,222
1205,601,240,232,212
1206,601,230,220,197
1207,601,244,238,218
1208,601,247,242,223
1209,601,241,236,217
1210,601,238,233,215
1211,601,239,234,216
1212,601,243,238,220
1213,601,245,240,220
1214,601,235,227,207
1215,601,200,180,154
1216,601,173,143,110
1217,601,169,137,104
1218,601,180,151,123
1219,601,195,172,149
1220,601,194,171,149
1221,601,163,141,124
1222,601,105,90,77
1129,602,135,100,77
1130,602,137,102,78
1131,602,140,104,80
1132,602,116,86,66
1133,602,104,77,59
1134,602,95,74,58
1135,602,122,105,89
1136,602,167,152,133
1137,602,198,183,159
1138,602,232,222,199
1139,602,242,237,218
1140,602,148,144,132
1141,602,46,43,38
1142,602,43,40,36
1143,602,72,69,63
