X,Y,Red,Green,Blue
613,42,80,89,127
614,42,81,89,128
615,42,85,91,131
616,42,86,91,132
617,42,82,86,127
618,42,73,80,124
619,42,69,77,124
620,42,71,79,120
621,42,74,84,123
622,42,69,75,116
623,42,66,69,103
624,42,68,74,108
625,42,73,80,118
626,42,76,81,122
627,42,74,81,121
628,42,73,81,119
629,42,73,81,120
630,42,70,81,117
631,42,74,80,123
632,42,71,77,115
633,42,67,69,101
634,42,64,68,95
635,42,67,73,105
636,42,72,78,117
637,42,74,80,122
638,42,75,81,121
639,42,77,85,118
640,42,77,87,124
641,42,77,87,126
642,42,78,90,123
643,42,78,91,122
644,42,78,91,122
645,42,78,91,122
646,42,77,88,123
647,42,78,88,123
648,42,82,88,121
649,42,80,88,120
